name	BEDS Code	Enrollment	District	County
Bowling Green School	280203030002	728	East Meadow Union Free School District	NASSAU
Clarke Middle School	280203030008	571	East Meadow Union Free School District	NASSAU
East Meadow High School	280203030011	1642	East Meadow Union Free School District	NASSAU
Mcvey Elementary School	280203030003	659	East Meadow Union Free School District	NASSAU
Meadowbrook Elementary School	280203030012	424	East Meadow Union Free School District	NASSAU
Parkway School	280203030006	539	East Meadow Union Free School District	NASSAU
W Tresper Clarke High School	280203030010	828	East Meadow Union Free School District	NASSAU
Woodland Middle School	280203030009	1202	East Meadow Union Free School District	NASSAU
Centre Avenue Elementary School	280219030004	351	East Rockaway Union Free School District	NASSAU
East Rockaway Junior-Senior High School	280219030002	611	East Rockaway Union Free School District	NASSAU
Rhame Avenue Elementary School	280219030001	324	East Rockaway Union Free School District	NASSAU
North Side School	280402030001	604	East Williston Union Free School District	NASSAU
Wheatley School	280402030003	788	East Williston Union Free School District	NASSAU
Willets Road School	280402030002	415	East Williston Union Free School District	NASSAU
Alden Terrace School	280216020001	426	Elmont Union Free School District	NASSAU
Clara H Carlson School	280216020002	872	Elmont Union Free School District	NASSAU
Covert Avenue School	280216020003	727	Elmont Union Free School District	NASSAU
Dutch Broadway School	280216020004	914	Elmont Union Free School District	NASSAU
Gotham Avenue School	280216020006	643	Elmont Union Free School District	NASSAU
Stewart Manor School	280216020007	393	Elmont Union Free School District	NASSAU
Albany Avenue Elementary School	280522030001	671	Farmingdale Union Free School District	NASSAU
Farmingdale Senior High School	280522030009	1977	Farmingdale Union Free School District	NASSAU
Howitt School	280522030008	1455	Farmingdale Union Free School District	NASSAU
Northside Elementary School	280522030004	506	Farmingdale Union Free School District	NASSAU
Saltzman East Memorial Elementary School	280522030002	597	Farmingdale Union Free School District	NASSAU
Woodward Parkway Elementary School	280522030006	882	Farmingdale Union Free School District	NASSAU
Floral Park Bellerose School	280222020001	959	Floral Park-Bellerose Union Free School District	NASSAU
John Lewis Childs School	280222020002	681	Floral Park-Bellerose Union Free School District	NASSAU
John Street School	280217020001	455	Franklin Square Union Free School District	NASSAU
Polk Street School	280217020003	690	Franklin Square Union Free School District	NASSAU
Washington Street School	280217020004	762	Franklin Square Union Free School District	NASSAU
Archer Street School	280209030001	511	Freeport Union Free School District	NASSAU
Bayview Avenue School	280209030002	548	Freeport Union Free School District	NASSAU
Caroline G Atkinson School	280209030003	957	Freeport Union Free School District	NASSAU
Columbus Avenue School	280209030004	530	Freeport Union Free School District	NASSAU
Freeport High School	280209030007	2135	Freeport Union Free School District	NASSAU
John W Dodd Middle School	280209030006	925	Freeport Union Free School District	NASSAU
Leo F Giblyn School	280209030005	519	Freeport Union Free School District	NASSAU
New Visions Elementary School	280209030009	462	Freeport Union Free School District	NASSAU
Garden City High School	280218030007	1168	Garden City Union Free School District	NASSAU
Garden City Middle School	280218030006	1046	Garden City Union Free School District	NASSAU
Hemlock School	280218030001	197	Garden City Union Free School District	NASSAU
Homestead School	280218030002	245	Garden City Union Free School District	NASSAU
Locust School	280218030003	152	Garden City Union Free School District	NASSAU
Stewart School	280218030005	583	Garden City Union Free School District	NASSAU
Stratford Avenue School	280218030004	701	Garden City Union Free School District	NASSAU
Connolly School	280100010003	395	Glen Cove City School District	NASSAU
Deasy School	280100010001	465	Glen Cove City School District	NASSAU
Glen Cove High School	280100010007	965	Glen Cove City School District	NASSAU
Gribbin School	280100010004	327	Glen Cove City School District	NASSAU
Landing School	280100010005	318	Glen Cove City School District	NASSAU
Robert M Finley Middle School	280100010008	650	Glen Cove City School District	NASSAU
E M Baker School	280407030006	560	Great Neck Union Free School District	NASSAU
Early Childhood Center	280407030009	231	Great Neck Union Free School District	NASSAU
Great Neck North High School	280407030015	971	Great Neck Union Free School District	NASSAU
Great Neck North Middle School	280407030012	726	Great Neck Union Free School District	NASSAU
Great Neck South High School	280407030014	1342	Great Neck Union Free School District	NASSAU
Great Neck South Middle School	280407030013	786	Great Neck Union Free School District	NASSAU
John F Kennedy School	280407030007	479	Great Neck Union Free School District	NASSAU
Lakeville Elementary School	280407030008	904	Great Neck Union Free School District	NASSAU
Saddle Rock School	280407030010	540	Great Neck Union Free School District	NASSAU
Village School	280407030016	39	Great Neck Union Free School District	NASSAU
Alverta B Gray Schultz Middle School	280201030010	1202	Hempstead Union Free School District	NASSAU
Barack Obama Elementary School	280201030004	485	Hempstead Union Free School District	NASSAU
College Preparatory Academy For Business And Law	280201030012	150	Hempstead Union Free School District	NASSAU
College Preparatory Academy For Mathematics And Science	280201030013	125	Hempstead Union Free School District	NASSAU
College Preparatory Academy For Music And Art	280201030014	122	Hempstead Union Free School District	NASSAU
Franklin School	280201030001	705	Hempstead Union Free School District	NASSAU
Fulton School	280201030002	421	Hempstead Union Free School District	NASSAU
Hempstead Early Childhood Center	280201030011	581	Hempstead Union Free School District	NASSAU
Hempstead High School	280201030007	1666	Hempstead Union Free School District	NASSAU
Jackson Annex School	280201030009	468	Hempstead Union Free School District	NASSAU
Jackson Main Elementary School	280201030003	390	Hempstead Union Free School District	NASSAU
Marshall School	280201030008	225	Hempstead Union Free School District	NASSAU
Center Street School	280409030001	487	Herricks Union Free School District	NASSAU
Denton Avenue School	280409030002	562	Herricks Union Free School District	NASSAU
Herricks High School	280409030008	1415	Herricks Union Free School District	NASSAU
Herricks Middle School	280409030007	989	Herricks Union Free School District	NASSAU
Searingtown School	280409030004	566	Herricks Union Free School District	NASSAU
Franklin Early Childhood Center	280214030001	467	Hewlett-Woodmere Union Free School District	NASSAU
George W Hewlett High School	280214030007	1070	Hewlett-Woodmere Union Free School District	NASSAU
Hewlett Elementary School	280214030002	447	Hewlett-Woodmere Union Free School District	NASSAU
Ogden Elementary School	280214030003	376	Hewlett-Woodmere Union Free School District	NASSAU
Woodmere Middle School	280214030006	674	Hewlett-Woodmere Union Free School District	NASSAU
Burns Avenue School	280517030001	283	Hicksville Union Free School District	NASSAU
Dutch Lane School	280517030002	259	Hicksville Union Free School District	NASSAU
East Street School	280517030013	375	Hicksville Union Free School District	NASSAU
Fork Lane School	280517030004	276	Hicksville Union Free School District	NASSAU
Hicksville High School	280517030010	1768	Hicksville Union Free School District	NASSAU
Hicksville Middle School	280517030011	1234	Hicksville Union Free School District	NASSAU
Lee Avenue School	280517030005	474	Hicksville Union Free School District	NASSAU
Old Country Road School	280517030006	336	Hicksville Union Free School District	NASSAU
Woodland Avenue School	280517030008	353	Hicksville Union Free School District	NASSAU
Francis X Hegarty Elementary School	280231020003	378	Island Park Union Free School District	NASSAU
Island Park Lincoln Orens Middle School	280231020001	310	Island Park Union Free School District	NASSAU
Island Trees High School	280226030006	876	Island Trees Union Free School District	NASSAU
Island Trees Middle School	280226030002	798	Island Trees Union Free School District	NASSAU
J Fred Sparke School	280226030004	329	Island Trees Union Free School District	NASSAU
Michael F Stokes School	280226030003	554	Island Trees Union Free School District	NASSAU
Cantiague Elementary School	280515030001	376	Jericho Union Free School District	NASSAU
George A Jackson School	280515030002	376	Jericho Union Free School District	NASSAU
Jericho Middle School	280515030006	737	Jericho Union Free School District	NASSAU
Jericho Senior High School	280515030005	1199	Jericho Union Free School District	NASSAU
Robert Seaman Elementary School	280515030003	309	Jericho Union Free School District	NASSAU
2 School	280215030002	441	Lawrence Union Free School District	NASSAU
4 School	280215030004	380	Lawrence Union Free School District	NASSAU
5 School	280215030005	368	Lawrence Union Free School District	NASSAU
Lawrence Middle School	280215030008	891	Lawrence Union Free School District	NASSAU
Lawrence Senior High School	280215030007	998	Lawrence Union Free School District	NASSAU
Abbey Lane School	280205030002	637	Levittown Union Free School District	NASSAU
Division Avenue Senior High School	280205030015	1137	Levittown Union Free School District	NASSAU
East Broadway School	280205030001	725	Levittown Union Free School District	NASSAU
